demand_electricity,electricity_balance,pv,supply_grid_power,heat_pump
-0.0,-3.4768065567623125,0.0,0.0,-0.0
-0.0,-3.5938065567679587,0.0,0.0,-0.0
-0.0,-2.9108065567561425,0.0,0.0,-0.0
-0.0,-2.4481398900934437,0.0,0.0,-0.0
-0.0,-1.700139890101127,0.0,0.0,-0.0
-0.0,-1.616139890087652,0.0,0.0,-0.0
-0.0,-1.5588065567608282,0.0,0.0,-0.0
-0.0,-1.657473223433044,0.0,0.0,-0.0
-0.0,-1.5601398900871573,0.0,0.0,-0.0
-0.0,-1.489806556764961,0.0,0.0,-0.0
-0.0,-2.2788065567583544,0.0,0.0,-0.0
-0.0,-3.593490646093909,0.0,0.0,-0.0
-0.0,-3.1100294227687737,0.0,0.0,-0.0
-0.0,-3.15364915875687,0.0,0.0,-0.0
-0.0,-1.934840744761352,0.0,0.0,-0.0
-0.0,-0.029661766093997066,0.0,0.0,-0.0
-0.0,-0.3350927580986829,0.0,0.0,-0.0
-0.0,-2.0268266667572483,0.0,0.0,-0.0
-0.0,-1.9585246280952773,0.0,0.0,-0.0
-0.0,-1.9341398900942295,0.0,0.0,-0.0
-0.0,-3.113139890094317,0.0,0.0,-0.0
-0.0,-3.3721398900925124,0.0,0.0,-0.0
-0.0,-6.286806556759984,0.0,0.0,-0.0
-0.0,-5.620806556762545,0.0,0.0,-0.0
-0.0,-4.066806556766096,0.0,0.0,-0.0
-0.0,-4.011806556754891,0.0,0.0,-0.0
-0.0,-3.8651398900983622,0.0,0.0,-0.0
-0.0,-2.9544732234280673,0.0,0.0,-0.0
-0.0,-1.5861398900924542,0.0,0.0,-0.0
-0.0,-1.6018065567586746,0.0,0.0,-0.0
-0.0,-1.6221398900961503,0.0,0.0,-0.0
-0.0,-1.6468065567642043,0.0,0.0,-0.0
-0.0,-1.5211398900937638,0.0,0.0,-0.0
-0.0,-1.8514732234252733,0.0,0.0,-0.0
-0.0,-2.381473223431385,0.0,0.0,-0.0
-0.0,-2.0183676027637385,0.0,0.0,-0.0
-0.0,-2.250577485089602,0.0,0.0,-0.0
-0.0,-1.7106869940992937,0.0,0.0,-0.0
-0.0,-1.242990374097373,0.0,0.0,-0.0
-0.0,0.5636089275725142,0.0,0.0,-0.0
-0.0,0.40161519291077674,0.0,0.0,-0.0
-0.0,-1.7468921817605083,0.0,0.0,-0.0
-0.0,-1.945401509096296,0.0,0.0,-0.0
-0.0,-2.14247322342635,0.0,0.0,-0.0
-0.0,-3.849806556761905,0.0,0.0,-0.0
-0.0,-4.54647322342862,0.0,0.0,-0.0
-0.0,-6.625473223430163,0.0,0.0,-0.0
-0.0,-4.207139890095277,0.0,0.0,-0.0
-0.0,-3.811139890087361,0.0,0.0,-0.0
-0.0,-3.036473223430221,0.0,0.0,-0.0
-0.0,-2.901806556761585,0.0,0.0,-0.0
-0.0,-2.7531398901010107,0.0,0.0,-0.0
-0.0,-1.4518065567535814,0.0,0.0,-0.0
-0.0,-1.5428065567684826,0.0,0.0,-0.0
-0.0,-1.507473223424313,0.0,0.0,-0.0
-0.0,-1.4781398900959175,0.0,0.0,-0.0
-0.0,-1.4928065567619342,0.0,0.0,-0.0
-0.0,-1.5874732234224211,0.0,0.0,-0.0
-0.0,-1.8571398900967324,0.0,0.0,-0.0
-0.0,-1.6650659917625164,0.0,0.0,-0.0
-0.0,-1.8359092254292315,0.0,0.0,-0.0
-0.0,-0.15092192309259955,0.0,0.0,-0.0
-0.0,-1.7965014480922212,0.0,0.0,-0.0
-0.0,0.21513487257076847,0.0,0.0,-0.0
-0.0,-1.6991009867594897,0.0,0.0,-0.0
-0.0,-1.3652957914337427,0.0,0.0,-0.0
-0.0,-2.377557679755124,0.0,0.0,-0.0
-0.0,-3.646139890093764,0.0,0.0,-0.0
-0.0,-3.588473223429901,0.0,0.0,-0.0
-0.0,-6.023806556760974,0.0,0.0,-0.0
-0.0,-7.300139890092396,0.0,0.0,-0.0
-0.0,-3.6458065567640006,0.0,0.0,-0.0
-0.0,-3.9644732234301046,0.0,0.0,-0.0
-0.0,-4.333473223425244,0.0,0.0,-0.0
-0.0,-2.776806556765223,0.0,0.0,-0.0
-0.0,-2.3284732234242256,0.0,0.0,-0.0
-0.0,-1.5688065567592275,0.0,0.0,-0.0
-0.0,-1.4838065567637386,0.0,0.0,-0.0
-0.0,-1.3364732234294934,0.0,0.0,-0.0
-0.0,-1.4301398900934146,0.0,0.0,-0.0
-0.0,-1.4104732234263793,0.0,0.0,-0.0
-0.0,-1.5604732234314724,0.0,0.0,-0.0
-0.0,-1.966473223426874,0.0,0.0,-0.0
-0.0,-1.8784959604250113,0.0,0.0,-0.0
-0.0,-1.683863844762138,0.0,0.0,-0.0
-0.0,-3.1407985597605372,0.0,0.0,-0.0
-0.0,-2.2858061904301916,0.0,0.0,-0.0
-0.0,1.4940446415710307,0.0,0.0,-0.0
-0.0,1.4658619399061772,0.0,0.0,-0.0
-0.0,-3.026191184425244,0.0,0.0,-0.0
-0.0,-2.820997577432287,0.0,0.0,-0.0
-0.0,-5.502473223423294,0.0,0.0,-0.0
-0.0,-4.4891398900945205,0.0,0.0,-0.0
-0.0,-5.380139890094142,0.0,0.0,-0.0
-0.0,-5.051806556759402,0.0,0.0,-0.0
-0.0,-5.331473223428475,0.0,0.0,-0.0
-0.0,-3.9341398900942295,0.0,0.0,-0.0
-0.0,-3.487139890094113,0.0,0.0,-0.0
-0.0,-4.0001398900967615,0.0,0.0,-0.0
-0.0,-4.0781398900981,0.0,0.0,-0.0
-0.0,-2.4138065567603917,0.0,0.0,-0.0
-0.0,-1.5601398900871573,0.0,0.0,-0.0
-0.0,-1.4188065567686863,0.0,0.0,-0.0
-0.0,-1.617473223424895,0.0,0.0,-0.0
-0.0,-1.4548065567651065,0.0,0.0,-0.0
-0.0,-1.790473223427398,0.0,0.0,-0.0
-0.0,-2.1881398900986824,0.0,0.0,-0.0
-0.0,-2.141039134089107,0.0,0.0,-0.0
-0.0,-1.8649561624310942,0.0,0.0,-0.0
-0.0,-1.68349965042376,0.0,0.0,-0.0
-0.0,-3.5769831360928324,0.0,0.0,-0.0
-0.0,1.9910955802391133,0.0,0.0,-0.0
-0.0,1.0213155815706516,0.0,0.0,-0.0
-0.0,-1.06394376909551,0.0,0.0,-0.0
-0.0,-2.5214832560958302,0.0,0.0,-0.0
-0.0,-2.9014732234281837,0.0,0.0,-0.0
-0.0,-2.4728065567578597,0.0,0.0,-0.0
-0.0,-4.066806556762458,0.0,0.0,-0.0
-0.0,-4.236473223423673,0.0,0.0,-0.0
-0.0,-4.889139890099614,0.0,0.0,-0.0
-0.0,-5.007806556757714,0.0,0.0,-0.0
-0.0,-4.336473223433131,0.0,0.0,-0.0
-0.0,-3.3994732234277762,0.0,0.0,-0.0
-0.0,-2.112139890094113,0.0,0.0,-0.0
-0.0,-1.7281398900922795,0.0,0.0,-0.0
-0.0,-1.5454732234320545,0.0,0.0,-0.0
-0.0,-1.5944732234274852,0.0,0.0,-0.0
-0.0,-1.471806556761294,0.0,0.0,-0.0
-0.0,-1.596806556761294,0.0,0.0,-0.0
-0.0,-1.6494732234205003,0.0,0.0,-0.0
-0.0,-2.491139890098566,0.0,0.0,-0.0
-0.0,-1.7421068200965286,0.0,0.0,-0.0
-0.0,-2.2283588347589074,0.0,0.0,-0.0
-0.0,-1.2072747930914356,0.0,0.0,-0.0
-0.0,-0.9660370650981003,0.0,0.0,-0.0
-0.0,-0.061247598428648686,0.0,0.0,-0.0
-0.0,-2.025250046761556,0.0,0.0,-0.0
-0.0,-1.702174765093269,0.0,0.0,-0.0
-0.0,-2.165272123100283,0.0,0.0,-0.0
-0.0,-2.6604732234227413,0.0,0.0,-0.0
-0.0,-3.039139890093793,0.0,0.0,-0.0
-0.0,-6.030139890095597,0.0,0.0,-0.0
-0.0,-6.247806556759315,0.0,0.0,-0.0
-0.0,-6.673806556766067,0.0,0.0,-0.0
-0.0,-5.870139890092105,0.0,0.0,-0.0
-0.0,-4.108806556763739,0.0,0.0,-0.0
-0.0,-3.142473223422712,0.0,0.0,-0.0
-0.0,-2.668473223428009,0.0,0.0,-0.0
-0.0,-1.6511398900911445,0.0,0.0,-0.0
-0.0,-1.5288065567619924,0.0,0.0,-0.0
-0.0,-1.5028065567676094,0.0,0.0,-0.0
-0.0,-1.5674732234292605,0.0,0.0,-0.0
-0.0,-1.6578065567628073,0.0,0.0,-0.0
-0.0,-1.65747322342213,0.0,0.0,-0.0
-0.0,-2.279806556758558,0.0,0.0,-0.0
-0.0,-3.6108845874295517,0.0,0.0,-0.0
-0.0,-1.6721476184336554,0.0,0.0,-0.0
-0.0,-1.2354943410903005,0.0,0.0,-0.0
-0.0,-2.720065402424284,0.0,0.0,-0.0
-0.0,-5.848092981433277,0.0,0.0,-0.0
-0.0,-0.7222371804246328,0.0,0.0,-0.0
-0.0,-0.47306470376228393,0.0,0.0,-0.0
-0.0,-2.2145499447681622,0.0,0.0,-0.0
-0.0,-2.508806556757918,0.0,0.0,-0.0
-0.0,-2.881139890090708,0.0,0.0,-0.0
-0.0,-3.272806556764408,0.0,0.0,-0.0
-0.0,-6.322806556760042,0.0,0.0,-0.0
-0.0,-4.997473223425914,0.0,0.0,-0.0
-0.0,-3.6884732234320836,0.0,0.0,-0.0
-0.0,-4.159139890089136,0.0,0.0,-0.0
-0.0,-3.9078065567628073,0.0,0.0,-0.0
-0.0,-2.6831398900940258,0.0,0.0,-0.0
-0.0,-1.5504732234294352,0.0,0.0,-0.0
-0.0,-1.4584732234252442,0.0,0.0,-0.0
-0.0,-1.4631398900964996,0.0,0.0,-0.0
-0.0,-1.5908065567637095,0.0,0.0,-0.0
-0.0,-1.525473223424342,0.0,0.0,-0.0
-0.0,-1.7884732234306284,0.0,0.0,-0.0
-0.0,-2.3531398900959175,0.0,0.0,-0.0
-0.0,-1.727905475761032,0.0,0.0,-0.0
-0.0,-2.3508220877529413,0.0,0.0,-0.0
-0.0,-1.4245000074315306,0.0,0.0,-0.0
-0.0,-0.7862079137665909,0.0,0.0,-0.0
-0.0,1.284184763576473,0.0,0.0,-0.0
-0.0,-2.13886473210072,0.0,0.0,-0.0
-0.0,-2.6895795484270777,0.0,0.0,-0.0
-0.0,-1.8907206777537269,0.0,0.0,-0.0
-0.0,-2.5231398900978093,0.0,0.0,-0.0
-0.0,-3.055806556760217,0.0,0.0,-0.0
-0.0,-5.14780655676077,0.0,0.0,-0.0
-0.0,-5.679806556760013,0.0,0.0,-0.0
-0.0,-4.341806556767551,0.0,0.0,-0.0
-0.0,-4.335806556759053,0.0,0.0,-0.0
-0.0,-4.347473223424458,0.0,0.0,-0.0
-0.0,-3.462473223433335,0.0,0.0,-0.0
-0.0,-2.945806556759635,0.0,0.0,-0.0
-0.0,-1.5881398900964996,0.0,0.0,-0.0
-0.0,-1.5234732234239345,0.0,0.0,-0.0
-0.0,-1.5894732234301046,0.0,0.0,-0.0
-0.0,-1.6704732234284165,0.0,0.0,-0.0
-0.0,-1.6428065567597514,0.0,0.0,-0.0
-0.0,-1.7524732234232943,0.0,0.0,-0.0
-0.0,-2.3598065567675803,0.0,0.0,-0.0
-0.0,-2.1342103470934144,0.0,0.0,-0.0
-0.0,-2.8535244730942586,0.0,0.0,-0.0
-0.0,-1.5521073104282128,0.0,0.0,-0.0
-0.0,-1.7748243538030708,0.0,0.0,-0.0
-0.0,-1.2389430060558055,0.0,0.0,-0.0
-0.0,-0.23460410900133866,0.0,0.0,-0.0
-0.0,-2.813192082664445,0.0,0.0,-0.0
-0.0,-3.10879937366363,0.0,0.0,-0.0
-0.0,-3.255333333338058,0.0,0.0,-0.0
-0.0,-3.159333333329414,0.0,0.0,-0.0
-0.0,-4.041333333338116,0.0,0.0,-0.0
-0.0,-5.124666666662961,0.0,0.0,-0.0
-0.0,-5.32300000000032,0.0,0.0,-0.0
-0.0,-4.682333333337738,0.0,0.0,-0.0
-0.0,-4.623999999999796,0.0,0.0,-0.0
-0.0,-3.1736666666620295,0.0,0.0,-0.0
-0.0,-2.627999999996973,0.0,0.0,-0.0
-0.0,-1.615333333335002,0.0,0.0,-0.0
-0.0,-1.2386666666679957,0.0,0.0,-0.0
-0.0,-1.0360000000073342,0.0,0.0,-0.0
-0.0,-1.170333333328017,0.0,0.0,-0.0
-0.0,-0.8800000000010186,0.0,0.0,-0.0
-0.0,-1.4609999999993306,0.0,0.0,-0.0
-0.0,-1.791333333334478,0.0,0.0,-0.0
-0.0,-1.7290752653312185,0.0,0.0,-0.0
-0.0,-0.6370618970021538,0.0,0.0,-0.0
-0.0,-2.1543512069979336,0.0,0.0,-0.0
-0.0,-2.0841063623356133,0.0,0.0,-0.0
-0.0,0.24667589499758424,0.0,0.0,-0.0
-0.0,0.40883474400363795,0.0,0.0,-0.0
-0.0,-0.3112186763354967,0.0,0.0,-0.0
-0.0,-2.288780613995722,0.0,0.0,-0.0
-0.0,-4.550666666666075,0.0,0.0,-0.0
-0.0,-3.0156666666698584,0.0,0.0,-0.0
-0.0,-4.4650000000001455,0.0,0.0,-0.0
-0.0,-6.371333333332586,0.0,0.0,-0.0
-0.0,-7.853999999995722,0.0,0.0,-0.0
-0.0,-4.483000000000175,0.0,0.0,-0.0
-0.0,-5.158000000003085,0.0,0.0,-0.0
-0.0,-4.17500000000291,0.0,0.0,-0.0
-0.0,-2.79399999999805,0.0,0.0,-0.0
-0.0,-1.7090000000025611,0.0,0.0,-0.0
-0.0,-1.4699999999938882,0.0,0.0,-0.0
-0.0,-1.1660000000047148,0.0,0.0,-0.0
-0.0,-1.1229999999995925,0.0,0.0,-0.0
-0.0,-1.120999999999185,0.0,0.0,-0.0
-0.0,-1.1326666666682286,0.0,0.0,-0.0
-0.0,-2.005666666664183,0.0,0.0,-0.0
-0.0,-2.093439943338669,0.0,0.0,-0.0
-0.0,-2.20176442065877,0.0,0.0,-0.0
-0.0,-4.474867866666453,0.0,0.0,-0.0
-0.0,-3.9535931269993596,0.0,0.0,-0.0
-0.0,-2.832415854670586,0.0,0.0,-0.0
-0.0,-3.6234479930027943,0.0,0.0,-0.0
-0.0,-2.687289997665522,0.0,0.0,-0.0
-0.0,-1.9902408046662787,0.0,0.0,-0.0
-0.0,-2.1149999999979627,0.0,0.0,-0.0
-0.0,-2.9623333333365736,0.0,0.0,-0.0
-0.0,-3.449333333330287,0.0,0.0,-0.0
-0.0,-6.599999999998545,0.0,0.0,-0.0
-0.0,-4.65933333333669,0.0,0.0,-0.0
-0.0,-3.370666666669422,0.0,0.0,-0.0
-0.0,-4.358333333337214,0.0,0.0,-0.0
-0.0,-3.4029999999911524,0.0,0.0,-0.0
-0.0,-2.451666666667734,0.0,0.0,-0.0
-0.0,-2.0706666666665114,0.0,0.0,-0.0
-0.0,-1.3000000000029104,0.0,0.0,-0.0
-0.0,-1.1830000000009022,0.0,0.0,-0.0
-0.0,-1.0113333333320043,0.0,0.0,-0.0
-0.0,-1.2503333333261253,0.0,0.0,-0.0
-0.0,-1.3623333333416667,0.0,0.0,-0.0
-0.0,-2.260999999994965,0.0,0.0,-0.0
-0.0,-1.7704030333359042,0.0,0.0,-0.0
-0.0,-1.9694736066654055,0.0,0.0,-0.0
-0.0,-2.6518562776726524,0.0,0.0,-0.0
-0.0,-2.9736927883256596,0.0,0.0,-0.0
-0.0,0.8964168549977289,0.0,0.0,-0.0
-0.0,2.397709181671255,0.0,0.0,-0.0
-0.0,-2.7371900056709353,0.0,0.0,-0.0
-0.0,-2.7714933136673263,0.0,0.0,-0.0
-0.0,-2.6530000000020664,0.0,0.0,-0.0
-0.0,-3.3099999999940337,0.0,0.0,-0.0
-0.0,-3.9513333333379705,0.0,0.0,-0.0
-0.0,-6.034333333329414,0.0,0.0,-0.0
-0.0,-5.259333333335235,0.0,0.0,-0.0
-0.0,-4.238666666667996,0.0,0.0,-0.0
-0.0,-4.069999999996071,0.0,0.0,-0.0
-0.0,-2.9413333333359333,0.0,0.0,-0.0
-0.0,-2.244666666669218,0.0,0.0,-0.0
-0.0,-1.7259999999987485,0.0,0.0,-0.0
-0.0,-1.4060000000026776,0.0,0.0,-0.0
-0.0,-1.0986666666649398,0.0,0.0,-0.0
-0.0,-1.1823333333340997,0.0,0.0,-0.0
-0.0,-1.0350000000034925,0.0,0.0,-0.0
-0.0,-1.6196666666583042,0.0,0.0,-0.0
-0.0,-2.3300000000017462,0.0,0.0,-0.0
-0.0,-2.1733098796679373,0.0,0.0,-0.0
-0.0,-0.825232230333605,0.0,0.0,-0.0
-0.0,-0.2563170856641248,0.0,0.0,-0.0
-0.0,-1.0721985933327902,0.0,0.0,-0.0
-0.0,1.4508755429977596,0.0,0.0,-0.0
-0.0,-0.13915231433334307,0.0,0.0,-0.0
-0.0,-2.136746626329036,0.0,0.0,-0.0
-0.0,-1.6653715326639795,0.0,0.0,-0.0
-0.0,-2.5460000000057335,0.0,0.0,-0.0
-0.0,-2.9073333333326445,0.0,0.0,-0.0
-0.0,-3.307666666667501,0.0,0.0,-0.0
-0.0,-4.423666666669305,0.0,0.0,-0.0
-0.0,-6.2409999999945285,0.0,0.0,-0.0
-0.0,-4.726666666669189,0.0,0.0,-0.0
-0.0,-5.51866666667047,0.0,0.0,-0.0
-0.0,-3.9680000000007567,0.0,0.0,-0.0
-0.0,-2.6739999999954307,0.0,0.0,-0.0
-0.0,-1.340666666674224,0.0,0.0,-0.0
-0.0,-1.247333333329152,0.0,0.0,-0.0
-0.0,-1.0156666666662204,0.0,0.0,-0.0
-0.0,-1.097666666668374,0.0,0.0,-0.0
-0.0,-1.2243333333281043,0.0,0.0,-0.0
-0.0,-1.2289999999993597,0.0,0.0,-0.0
-0.0,-2.070333333336748,0.0,0.0,-0.0
-0.0,-1.579248458333896,0.0,0.0,-0.0
-0.0,-0.5723094296723612,0.0,0.0,-0.0
-0.0,-2.942447125662146,0.0,0.0,-0.0
-0.0,-3.767981559663048,0.0,0.0,-0.0
-0.0,-0.3174732086689849,0.0,0.0,-0.0
-0.0,-0.14089382866159372,0.0,0.0,-0.0
-0.0,-0.047810683668024545,0.0,0.0,-0.0
-0.0,-1.670954458669451,0.0,0.0,-0.0
-0.0,-1.8483333333315386,0.0,0.0,-0.0
-0.0,-2.9693333333379996,0.0,0.0,-0.0
-0.0,-3.2150000000001455,0.0,0.0,-0.0
-0.0,-6.992999999998574,0.0,0.0,-0.0
-0.0,-4.328666666668141,0.0,0.0,-0.0
-0.0,-4.1353333333281626,0.0,0.0,-0.0
-0.0,-4.350333333331946,0.0,0.0,-0.0
-0.0,-3.615666666668403,0.0,0.0,-0.0
-0.0,-2.3346666666693636,0.0,0.0,-0.0
-0.0,-1.506999999997788,0.0,0.0,-0.0
-0.0,-1.7176666666709934,0.0,0.0,-0.0
-0.0,-1.667666666668083,0.0,0.0,-0.0
-0.0,-1.254000000000815,0.0,0.0,-0.0
-0.0,-1.442333333332499,0.0,0.0,-0.0
-0.0,-1.2353333333267074,0.0,0.0,-0.0
-0.0,-1.8030000000035216,0.0,0.0,-0.0
-0.0,-1.7866539413301126,0.0,0.0,-0.0
-0.0,-2.172690413670586,0.0,0.0,-0.0
-0.0,-2.1101140816623207,0.0,0.0,-0.0
-0.0,-2.983870407005908,0.0,0.0,-0.0
-0.0,2.0899395500037246,0.0,0.0,-0.0
-0.0,2.4506358000027353,0.0,0.0,-0.0
-0.0,0.42647766733031656,0.0,0.0,-0.0
-0.0,-4.230589325995431,0.0,0.0,-0.0
-0.0,-2.6793333333371265,0.0,0.0,-0.0
-0.0,-3.521999999997206,0.0,0.0,-0.0
-0.0,-5.21200000000681,0.0,0.0,-0.0
-0.0,-5.101666666661913,0.0,0.0,-0.0
-0.0,-4.793000000005122,0.0,0.0,-0.0
-0.0,-4.620333333328745,0.0,0.0,-0.0
-0.0,-4.675999999999476,0.0,0.0,-0.0
-0.0,-4.434333333338145,0.0,0.0,-0.0
-0.0,-2.3643333333311602,0.0,0.0,-0.0
-0.0,-1.5976666666647361,0.0,0.0,-0.0
